gene_name,17DPi_FPKM,18DPi_FPKM,AC_FPKM,D22_FPKM,NEW_FPKM,gene_id
Dlx6os1,0,0.046721919,0,0.00912574,6.413595336,ENSMUSG00000090063
Galnt6os,0,0,0,0,0,ENSMUSG00000090062
Fam171a1,10.18555785,8.079717948,5.992804696,9.711011625,7.920531538,ENSMUSG00000050530
E430024P14Rik,0.180328196,0.059701754,0.331701525,0.160380518,0.338157878,ENSMUSG00000090069
Htr5b,0,0,0,0,0,ENSMUSG00000050534
Dzip1l,1.993390189,3.082098305,6.39425858,3.445626569,1.469849499,ENSMUSG00000037784
Ppapdc2,6.683609308,5.533917331,7.721211634,7.14097027,5.699315866,ENSMUSG00000040105
Klhl42,6.878586103,5.938075078,10.91097493,6.700996333,5.125143224,ENSMUSG00000040102
Ano10,36.15597096,34.11613593,33.21950638,35.46041776,11.55551363,ENSMUSG00000037949
Pcdhb11,0.693996551,0.229749974,0.129519335,0.374099436,3.10894679,ENSMUSG00000051486
Krtap31-2,0,0,0,0,0,ENSMUSG00000051481
Cbr1,25.23706836,34.12997257,33.17946981,29.2670782,34.2872475,ENSMUSG00000051483
1700029P11Rik,0,0,0,0,0,ENSMUSG00000061633
Rcn2,20.08869636,20.69516158,47.97821048,22.24685037,16.1686828,ENSMUSG00000032320
Olfr1457,0,0,0,0,0,ENSMUSG00000061637
Fut11,6.607817013,4.377087289,6.307955883,5.314314291,8.957215687,ENSMUSG00000039357
Gm7430,0,0,0,0,0,ENSMUSG00000104169
Vmn2r76,0,0,0,0,0,ENSMUSG00000091239
Gadd45gip1,6.999632941,5.122530737,8.293909713,6.429549772,8.807320994,ENSMUSG00000033751
Akp3,0,0,0,0,0,ENSMUSG00000036500
Gm16223,0,0,0,0,0,ENSMUSG00000067285
Crp,0,0.094301822,0,0,0,ENSMUSG00000037942
Rps28,14.86446474,10.89226061,6.856505917,13.15155979,13.61413414,ENSMUSG00000067288
Gm13817,0,0,0,0,0,ENSMUSG00000085293
Prr9,0,0,0,0,0,ENSMUSG00000056270
Lman1l,0,0,0,0.049035282,0,ENSMUSG00000056271
Gphn,14.09743766,10.11194744,5.198701821,12.23903923,26.31130764,ENSMUSG00000047454
4933416C03Rik,0,0,0,0,0,ENSMUSG00000074734
Dynlrb1,43.52686866,45.45468818,54.33122441,42.0416696,71.87517238,ENSMUSG00000047459
Gm13303,0,0,0,0,0,ENSMUSG00000082414
Atp10d,0.465111067,0.554529127,0.738453256,0.515320009,0.172373832,ENSMUSG00000046808
Mtmr1,3.886102712,4.199743323,5.008030525,4.573892966,4.384957078,ENSMUSG00000015214
Hmgb3,6.96612235,7.788506559,2.629074794,6.905374672,46.83684016,ENSMUSG00000015217
Gm26867,0.04350442,0,0,0.091469406,0,ENSMUSG00000097873
4930529I22Rik,0,0,0,0,0,ENSMUSG00000085350
1700092C17Rik,0,0,0,0,0,ENSMUSG00000085353
Gm26868,0,0,0,0,0,ENSMUSG00000097870
3010003L21Rik,0.090488192,0,0,0.118897109,0.275738082,ENSMUSG00000085355
Gm2044,0,0,0,0,0,ENSMUSG00000085354
Gm13480,0,0,0,0,0,ENSMUSG00000085357
C030010L15Rik,0,0.136581615,0.132003466,0.066686401,0.257859988,ENSMUSG00000097874
Gm12336,0,0,0,0,0,ENSMUSG00000085359
Gm14437,0,0,0,0,0,ENSMUSG00000085358
Gm26869,0,0,0,0,0,ENSMUSG00000097879
Gm8764,0,0,0,0,0,ENSMUSG00000097878
Prr23a1,0,0,0,0,0,ENSMUSG00000091080
Zfp457,0.271246081,0.437758113,0.253815505,0.399155763,0.247957128,ENSMUSG00000055341
Zfp418,1.125420462,2.018138904,1.740204978,1.213287621,2.227689427,ENSMUSG00000034538
Clk2,2.79687075,2.012266964,2.492549584,2.591381646,2.797766837,ENSMUSG00000068917
A1cf,0,0,0,0,0,ENSMUSG00000052595
Adam17,11.893949,11.14462164,6.856770123,10.30619279,3.17191087,ENSMUSG00000052593
Rpl36-ps3,2.662188916,2.423682599,1.277525508,2.367700923,1.871947175,ENSMUSG00000066629
Scgb1b2,0,0,0,0,0,ENSMUSG00000062556
Tecpr1,2.913064229,2.897807094,4.552123405,2.613579847,3.5192395,ENSMUSG00000066621
Slc22a20,0,0,0,0,0,ENSMUSG00000037451
Col23a1,18.50012916,9.392867361,7.105314365,13.03785976,1.324101502,ENSMUSG00000063564
Zfp641,1.810616028,1.302516233,2.112381132,1.316744833,1.924687137,ENSMUSG00000022987
Krt75,0,0,0,0.050621847,0,ENSMUSG00000022986
Baiap2l2,0,0,0.341515161,0.017256569,0.417056741,ENSMUSG00000018126
Scaf4,7.693310059,8.56146931,10.13927588,9.834404606,8.538342963,ENSMUSG00000022983
Sod1,199.6317902,234.0435972,290.5863114,214.8292611,224.4150878,ENSMUSG00000022982
Jazf1,4.651162647,6.772548905,7.67296131,6.942324937,24.25209035,ENSMUSG00000063568
Shisa6,20.69306764,19.49707789,6.292755193,22.43173155,5.690967385,ENSMUSG00000053930
Atp13a3,18.90991728,21.90840607,17.01270841,20.99571766,15.02955666,ENSMUSG00000022533
Atxn7l3,9.307332579,5.92117269,4.741633346,7.006126809,23.81868173,ENSMUSG00000059995
Vmn1r62,0,0,0,0,0,ENSMUSG00000092579
4930488B22Rik,0,0,0,0,0,ENSMUSG00000092578
Gm5583,0,0,0,0,0,ENSMUSG00000092575
Ntsr2,11.74192454,6.234739918,1.05699715,9.831108227,0.774468929,ENSMUSG00000020591
Obox4-ps35,0,0,0,0,0,ENSMUSG00000092576
Gm4134,0,0,0,0,0,ENSMUSG00000092571
2210019I11Rik,0,0,0,0,0,ENSMUSG00000092570
Vmn2r-ps43,0,0,0,0,0,ENSMUSG00000092573
Cux1,3.514075935,2.612273343,2.168472263,3.240430127,5.05516852,ENSMUSG00000029705
Pax4,0,0,0,0,0,ENSMUSG00000029706
Phtf1os,0.738549668,0.98281995,0.161649778,0.63330266,0.730433329,ENSMUSG00000089998
Pcdhga4,0.170820215,92.23415472,3.448558333,0.074816501,9.196259061,ENSMUSG00000103677
Trim69,0.091342684,0.196544275,0.063318736,0.064007337,0,ENSMUSG00000033368
Gm37991,0,0,0,0,0,ENSMUSG00000103675
Gm37699,0,0.050696411,0.19593619,0,0.16750341,ENSMUSG00000103674
Gm37620,0,0,0,0,0,ENSMUSG00000103673
Gm37621,0,0.152963391,0.354762627,0.224165441,0.043326317,ENSMUSG00000103672
Atf7,8.512380036,7.048225846,5.696569557,7.941291078,2.5051587,ENSMUSG00000099083
Prrg3,0.690953647,2.642275931,2.241751071,1.933832076,3.805159039,ENSMUSG00000033361
Vmn1r40,0.252881194,0.272021046,0,0,0,ENSMUSG00000096051
Ipo13,18.96788109,17.17296889,20.52659265,18.69260681,12.10919362,ENSMUSG00000033365
Usp37,1.392069668,2.056471879,1.975769064,1.916156585,4.466457287,ENSMUSG00000033364
Syne1,3.898119068,5.692544234,3.159231012,5.526287317,2.592314745,ENSMUSG00000096054
Gm37624,0,0,0,0,0,ENSMUSG00000103678
Ppif,3.249144707,2.855780972,3.029279294,4.281121127,4.741338885,ENSMUSG00000021868
Timeless,0.063242211,0.120964559,0.299537604,0.243738139,2.198311436,ENSMUSG00000039994
Ifi203,0.10903754,0.039108995,0.047237537,0.05730423,0.535326138,ENSMUSG00000039997
Edrf1,2.108289039,1.790830759,3.105376516,1.992532254,3.681893213,ENSMUSG00000039990
Tmem254b,0,0,0,0,0,ENSMUSG00000021867
Anxa11,3.389865058,5.671669433,10.70288471,4.789051932,0.094774712,ENSMUSG00000021866
Gm14902,0,0.588127981,0.162415387,0.246231779,0,ENSMUSG00000086736
Glud1,107.9340461,88.76280002,149.5508813,110.87887,43.45800189,ENSMUSG00000021794
Gm4955,0.045558655,0,0,0.04789425,0,ENSMUSG00000037849
Fdxacb1,0.816458143,0.538055047,0.488114079,0.321832331,0.539057324,ENSMUSG00000037845
Rtkn2,0.035133326,0.056703366,0.127853953,0.092326983,1.094415179,ENSMUSG00000037846
Nmrk1,1.145094155,1.478456111,1.394684971,1.513156093,0.515112002,ENSMUSG00000037847
Vstm2l,0,0,0.239924799,0,19.39726312,ENSMUSG00000037843
Gm21088,0,0,0,0,0,ENSMUSG00000100092
BC022687,12.61622447,13.38832342,11.26058125,10.20333564,4.739806455,ENSMUSG00000037594
Gm28597,0,0,0,0,0,ENSMUSG00000100091
Gm28760,0,0,0,0,0,ENSMUSG00000100096
Gm28464,0,0,0,0,0,ENSMUSG00000100097
1810008I18Rik,0,0,0,0,0,ENSMUSG00000100094
Gm28234,0,0,0,0,0,ENSMUSG00000100095
Gm21387,0,0,0,0,0,ENSMUSG00000100098
Gm28879,0,0,0,0,0,ENSMUSG00000100099
1-Mar,0.033918923,0.025546516,0.010578499,0.01426312,2.911353326,ENSMUSG00000036469
Gm29295,0,0,0,0,0,ENSMUSG00000099558
Gm29063,0,0,0,0,0,ENSMUSG00000099559
Gm28857,0,0,0,0,0,ENSMUSG00000099556
Gm28259,0,0,0,0,0,ENSMUSG00000099554
Megf11,0.068301238,0.17322247,0.116665588,0.220514097,0.877142018,ENSMUSG00000036466
9830004L10Rik,0,0,0,0,0,ENSMUSG00000099552
Gm29538,0,0,0,0,0.33925094,ENSMUSG00000099553
Gm28079,0,0,0,0,0,ENSMUSG00000099550
Gm28072,0,0,0,0,0,ENSMUSG00000099551
Htatsf1,11.16412404,11.86645242,12.88639585,12.23220599,24.31378501,ENSMUSG00000067873
RP23-229O20.5,0,0,0,0,0,ENSMUSG00000108661
RP23-361O12.3,0.168381668,0.294410797,0.06564276,0.221245371,0,ENSMUSG00000108660
Olfr188-ps1,0,0,0,0,0,ENSMUSG00000108662
RP23-119H17.2,0,0,0,0,0,ENSMUSG00000108665
Vmn2r-ps121,0,0,0,0,0,ENSMUSG00000093627
Gm18953,4.456058333,5.076463317,8.993634426,5.510484695,3.461340336,ENSMUSG00000093625
RP24-328C2.1,0,0,0,0,0,ENSMUSG00000108669
RP23-178C20.2,0,0,0,0,0,ENSMUSG00000108668
Gm20616,0,0,0,0,0,ENSMUSG00000093628
Prox2os,0,0.59736619,0.577259489,0.510694883,0.493491954,ENSMUSG00000093629
Gm28604,0,0,0,0,0,ENSMUSG00000100325
Gm29417,0.137775264,0,0,0.289546324,0,ENSMUSG00000100320
Gm29579,0,0,0,0,0,ENSMUSG00000100321
Gm29624,0,0,0,0,0,ENSMUSG00000100322
Olfr1251,0,0,0,0,0,ENSMUSG00000100323
Tubb3,22.94236272,20.24581569,1.794499641,28.80573435,783.3938484,ENSMUSG00000062380
Gm10116,240.8530292,231.980168,89.47384928,258.9952333,89.14404078,ENSMUSG00000062382
Gm28816,0,0,0,0,0,ENSMUSG00000100328
Gm29622,0,0,0,0,0,ENSMUSG00000100329
2810021J22Rik,3.406019071,4.602120416,2.182433329,3.66343054,5.410773821,ENSMUSG00000020491
Gm17189,0,0,0,0,0,ENSMUSG00000091709
Gm7876,0,0,0,0,0,ENSMUSG00000091700
Gm8224,0,0,0,0,0,ENSMUSG00000091707
H2-Q2,0,0,0.072304286,0,0.070639785,ENSMUSG00000091705
Polr2l,27.35561329,21.3311567,23.28895579,25.89893992,18.73417869,ENSMUSG00000038489
Socs7,10.3428532,8.529364056,14.21655153,10.62562114,23.57322901,ENSMUSG00000038485
1700019A02Rik,0.077051592,0,0,0.080925025,0,ENSMUSG00000060715
Plekhh1,0.574602716,2.538722158,0.902501122,1.45214134,1.179733465,ENSMUSG00000060716
Sv2a,3.981733498,2.801757083,8.295527991,3.771571688,47.1034655,ENSMUSG00000038486
Cdk19,7.759271957,6.818653063,5.744394867,4.725644901,17.81254287,ENSMUSG00000038481
Tfdp1,28.67882812,25.28244881,24.09484,28.15172705,48.01863483,ENSMUSG00000038482
Vmn2r24,0,0,0,0,0,ENSMUSG00000072780
Lypd6,0.482335057,0.288309258,0.963180186,0.160952722,3.577276863,ENSMUSG00000050447
Zfp260,2.703291825,1.397324425,4.733377141,1.194472993,1.699153994,ENSMUSG00000049421
Tmem200a,1.968270456,5.736405019,6.258587337,3.213851559,6.677226213,ENSMUSG00000049420
Gm26663,0,0,0.217212353,0.043902471,0,ENSMUSG00000097019
Gm26872,0,0,0,0,0,ENSMUSG00000097018
Zfp948,4.907181525,5.960027344,3.537055394,5.56948035,13.05756736,ENSMUSG00000067931
RP23-214I6.5,0,0,0,0,0,ENSMUSG00000105311
Gm26705,0.108014065,0,0.168434995,0.283850517,0,ENSMUSG00000097015
Gm26706,0,0,0,0,0.214191947,ENSMUSG00000097014
Gm26707,0,0,0,0,0,ENSMUSG00000097017
Gm26708,0.061221538,0.06581402,0.827104007,0.192961402,0,ENSMUSG00000097016
Gm4651,0,0,0,0,0.056924543,ENSMUSG00000097011
Gm26709,0,0,0,0,0,ENSMUSG00000097010
Gm26710,0.131588485,0,0.364771333,0.230499918,0.133651901,ENSMUSG00000097013
Shank1,0.285627365,0.106618635,0.303034579,0.245085898,9.094671145,ENSMUSG00000038738
Sumf1,20.1324059,16.78935923,16.26178358,18.77255082,3.554867098,ENSMUSG00000030101
Itpr1,4.400475274,5.231270238,9.73445321,6.77244244,4.407295396,ENSMUSG00000030102
Bhlhe40,21.83703772,24.53977833,11.53748386,25.61449218,2.384126867,ENSMUSG00000030103
Edem1,4.729850593,4.516319016,3.278487256,5.630333942,3.161853985,ENSMUSG00000030104
Arl8b,52.39603331,41.39493892,37.10998903,47.67953748,42.24097516,ENSMUSG00000030105
H2-M1,0,0,0,0,0,ENSMUSG00000037334
Usp18,5.087230449,16.19971228,7.542595951,9.20798734,0,ENSMUSG00000030107
Slc6a13,0,0,0,0,0.047797545,ENSMUSG00000030108
Slc6a12,0,0,0.31546374,0,0,ENSMUSG00000030109
Fam53a,2.046206297,2.070149298,2.85147012,1.900434288,1.141595575,ENSMUSG00000037339
Med31,5.815731087,8.725085295,7.707472637,7.792067201,5.283354013,ENSMUSG00000020801
Ube2o,7.135029394,7.544732276,11.70215356,8.374604848,26.24605105,ENSMUSG00000020802
Txndc17,54.59114872,62.04489805,22.74579832,59.13092963,32.56418913,ENSMUSG00000020803
Nras,14.68874955,7.357107717,2.209959573,15.80107116,7.386597928,ENSMUSG00000027852
Slc13a5,0.551900153,0.329883226,2.040253562,0.773493349,0.332194983,ENSMUSG00000020805
Rhbdf2,4.813975157,5.941217723,8.504293279,7.075002813,0.232323982,ENSMUSG00000020806
4933427D14Rik,1.875489025,2.616435832,2.660579367,2.539407052,3.462976567,ENSMUSG00000020807
Fam64a,0.172965057,0.721136966,0.6743915,0.954506384,9.882741898,ENSMUSG00000020808
Tspan2,0.206234422,0.253599546,0.673916576,0.665838557,0.433937092,ENSMUSG00000027858
Ngf,0.652878195,1.43093112,4.575683767,0.660841393,0.196487408,ENSMUSG00000027859
Trbc1,0,0,0,0,0,ENSMUSG00000076490
Trbj2-1,0,0,0,0,0,ENSMUSG00000076492
Trbj2-2,0,0,0,0,0,ENSMUSG00000076493
Ntpcr,2.147235343,1.766678155,2.026157651,2.901877436,2.181060729,ENSMUSG00000031851
Trbj2-4,0,0,0,0,0,ENSMUSG00000076495
BC021891,0.02762974,0.237827543,2.757855043,0.174262764,0.701640082,ENSMUSG00000031853
Trbj2-7,0,0,0,0,0,ENSMUSG00000076497
Trbc2,0,0,0,0,0.115391136,ENSMUSG00000076498
Trbv31,0,0,0,0,0,ENSMUSG00000076499
Mau2,10.51108791,11.19191043,14.37303791,11.86534344,18.653064,ENSMUSG00000031858
Fam132a,5.130224014,6.560428014,6.120974403,9.238051437,0.469847544,ENSMUSG00000023571
Ccndbp1,7.501210238,8.989057639,8.686502365,6.735872625,7.588981551,ENSMUSG00000023572
Iqcf3,0,0,0,0,0,ENSMUSG00000023577
Gm10577,0,0,0,0,0,ENSMUSG00000073789
Gm10575,1.687055932,2.252146656,1.104401822,2.13454133,0.666420004,ENSMUSG00000073787
Gm7579,0,0,0,0,0,ENSMUSG00000073786
Krtap5-5,0,0,0,0,0,ENSMUSG00000073785
6720483E21Rik,0,0.377696658,1.459977313,0.295233841,0,ENSMUSG00000097934
Gm6471,0,0,0,0,0,ENSMUSG00000073781
RP24-140M19.7,0,0,0,0,0,ENSMUSG00000107423
Serpina7,0,0,0,0,0,ENSMUSG00000031271
Pabpc4,5.769278593,5.688493366,2.767081619,8.439279077,6.830834341,ENSMUSG00000011257
Col4a6,49.72085113,64.7924245,25.80817888,63.74091525,0.417632413,ENSMUSG00000031273
Cdr1,0,0,0,0,0,ENSMUSG00000090546
Gm8265,0,0,0,0,0,ENSMUSG00000090547
Gm6576,0.287029384,0.617608104,0,0,0,ENSMUSG00000090544
Acsl4,9.887918998,11.1554741,5.889318785,10.31584065,5.703526799,ENSMUSG00000031278
Lhx6,0,0,0.086433825,0,8.266109097,ENSMUSG00000026890
Gca,11.05880011,16.76613997,20.40566024,16.4715005,3.662954275,ENSMUSG00000026893
Ndufa8,61.73936824,54.0461264,56.50013734,75.55213203,82.37922547,ENSMUSG00000026895
Morn5,4.515461115,7.465271559,8.473569423,4.051826981,1.454344679,ENSMUSG00000026894
Ifih1,2.754259222,4.707025747,4.49074497,3.969777735,0.042391272,ENSMUSG00000026896
4930429D17Rik,0,0,0,0,0,ENSMUSG00000104956
1700016F12Rik,0,0,0,0,0,ENSMUSG00000104955
Gm43413,0.050236064,0.108061699,0.417646872,0.052761463,0.408031321,ENSMUSG00000104951
4833413G10Rik,1.171854249,0.826058587,2.394800832,2.378609621,1.190316649,ENSMUSG00000104950
C430039J16Rik,0,0,0,0,0,ENSMUSG00000097932
Rps11,443.7285468,403.0764134,235.6344157,432.6403623,567.6127808,ENSMUSG00000003429
Qrfp,0,0,0,0,0,ENSMUSG00000043102
Tcta,11.20984534,13.11096011,11.43240162,8.530801511,3.988895121,ENSMUSG00000039461
Col10a1,0,0,0,0,0.025511395,ENSMUSG00000039462
Slc9a8,1.949522191,2.224227068,1.48349885,1.757166342,1.511489682,ENSMUSG00000039463
1700039M10Rik,0,0,0,0,0,ENSMUSG00000097933
2310026I22Rik,0,0,0.188647195,0,0,ENSMUSG00000097710
Gm15759,0,0,0,0,0,ENSMUSG00000089822
Efhd1os,0,0,0,0,0,ENSMUSG00000089821
Gm15775,0,0,0,0,0,ENSMUSG00000089820
1700023H06Rik,0,0,0,0,0.076485312,ENSMUSG00000089827
Gm16560,0,0,0,0,0,ENSMUSG00000089826
Rbm12,1.582289181,2.208314855,1.992972921,2.033855644,5.528853589,ENSMUSG00000089824
Ank3,0.465870305,1.005596902,0.427390407,1.043056625,5.219968221,ENSMUSG00000069601
Gm16565,0.152169749,0.884059014,2.11991862,0.511797023,0.185478219,ENSMUSG00000089829
Strap,46.91359189,39.10754983,48.09355234,49.85529676,78.13337039,ENSMUSG00000030224
Gm10267,0,0,0,0,0,ENSMUSG00000069385
Gm13618,0,0,0,0,0,ENSMUSG00000086671
Gpr137b-ps,4.906523441,3.867568203,2.591618053,3.08891111,1.998866541,ENSMUSG00000097715
Pabpc5,0.269007446,0.434152292,0.943971344,0.229747296,1.622417286,ENSMUSG00000034732
Dgkh,0.852358889,1.002392115,1.483908082,1.521018977,3.44302983,ENSMUSG00000034731
8430408G22Rik,0,0,0,0,0,ENSMUSG00000048489
Bdnf,2.80482827,2.323243387,1.840015239,2.094187979,1.68453921,ENSMUSG00000048482
Zdhhc22,0,0,0,0,0.907610751,ENSMUSG00000048483
Mfrp,0.150784734,0.121676071,0.137176989,0.148592888,0.019149951,ENSMUSG00000034739
Nostrin,0,0.169478839,0.081898996,0.041374287,0.080013617,ENSMUSG00000034738
Fitm2,10.66444629,10.21593457,9.068295458,11.43892561,7.248506636,ENSMUSG00000048486
Gm7461,0,0.204624692,0,0,0.289767665,ENSMUSG00000048484
Zbtb8b,0.301024555,0.39701408,1.201452023,0.398071662,0.976479893,ENSMUSG00000048485
Gtf3c1,11.48008899,10.42186367,16.62607162,14.40174397,8.46170565,ENSMUSG00000032777
Mctp2,0.05789592,0,0.066217305,0.079114129,0.02940209,ENSMUSG00000032776
Gm10797,0,0,0,0.037184721,0,ENSMUSG00000074999
Chrm1,0,0.007731147,0.007475651,0,0.949234625,ENSMUSG00000032773
Uncx,0,0,0,0,0.172977003,ENSMUSG00000029546
Ints1,6.259568033,5.75029934,7.479487468,7.08729452,6.287193394,ENSMUSG00000029547
Cabp1,0.092058219,0.605279397,1.350597488,0.301038913,2.971393531,ENSMUSG00000029544
Acads,10.76846316,11.06203626,12.71569479,11.02261628,1.64070805,ENSMUSG00000029545
Cyp2w1,0,0,0,0,0,ENSMUSG00000029541
Pin1rt1,0,0,0,0,0,ENSMUSG00000074997
Olfr201,0,0,0,0,0,ENSMUSG00000074995
Pigz,0.146024585,0.261850979,0,0.127912829,0.197764484,ENSMUSG00000045625
Esf1,7.483588769,9.186575507,7.510479321,7.714367557,8.540678151,ENSMUSG00000045624
Olfr1467,0,0,0,0,0,ENSMUSG00000049015
Odf3l1,0,0.47006839,0.378512637,0.306168428,0,ENSMUSG00000045620
Sh3tc2,0.017343403,0.055951419,0,0.036448622,0.035226453,ENSMUSG00000045629
Prss48,0,0,0,0,0,ENSMUSG00000049013
Saxo1,0,0,0,0,0,ENSMUSG00000028492
Hacd4,5.000653199,8.784905259,21.08110258,8.720962613,0.344369172,ENSMUSG00000028497
Mllt3,2.348322471,1.863196124,4.188661557,1.712210735,8.23641587,ENSMUSG00000028496
Rps6,1.475824508,1.277212977,1.501078266,1.854780834,2.770039684,ENSMUSG00000028495
Plin2,24.97601798,20.15444609,10.98652213,16.94459067,0.975756464,ENSMUSG00000028494
Olfr729,0,0,0,0,0,ENSMUSG00000049011
Gramd2,0.021888445,0.058875471,0.136553875,0.069020293,1.245085076,ENSMUSG00000074259
Ppp1r3d,1.660810775,1.087685725,2.077143191,0.708413579,3.32505457,ENSMUSG00000049999
Abca3,21.39467652,23.75788581,19.76133964,21.7971085,12.36212366,ENSMUSG00000024130
Gtf3c4,7.038414167,6.617211452,5.598361541,6.64494592,12.23285172,ENSMUSG00000035666
Eci1,22.63199397,21.79142868,31.02499614,27.80460532,5.124819406,ENSMUSG00000024132
Six2,0,0.043048746,0,0,0,ENSMUSG00000024134
Srbd1,6.281929113,7.022605215,5.373388127,7.656808381,11.87933412,ENSMUSG00000024135
Gm10655,0,0,0,0.038483675,0,ENSMUSG00000074256
E4f1,6.171702499,5.880515483,4.405605985,5.874031033,7.017463182,ENSMUSG00000024137
Acp1,13.5005922,15.49765895,9.772492381,18.14277743,14.97800093,ENSMUSG00000044573
Gareml,7.039552895,3.9183884,12.58644715,7.057306336,6.427151654,ENSMUSG00000044576
5031434C07Rik,0,0.027569994,0,0.040396774,0.039041684,ENSMUSG00000044574
Gm43640,0,0,0,0,0,ENSMUSG00000104789
Cirbp,5.721334137,9.142857244,10.92200924,6.861713608,23.98901571,ENSMUSG00000045193
Gm43358,0,0,0,0,0,ENSMUSG00000106652
Ube2uos,0,0,0,0,0,ENSMUSG00000085871
Gm43404,0,0,0,0,0,ENSMUSG00000106650
Ttc39aos1,1.671587012,0.599482633,0.796601809,0.951752086,0.353710532,ENSMUSG00000085873
Olfr1147-ps1,0,0,0,0,0,ENSMUSG00000081908
Ldlr,19.92353208,9.616510231,7.722991742,17.22079661,9.942434316,ENSMUSG00000032193
Gnb5,22.57126709,25.35353561,53.0607509,32.56152681,23.59925273,ENSMUSG00000032192
Kank2,20.5622034,18.93320777,19.50894752,19.09283671,2.221928035,ENSMUSG00000032194
Polr2m,37.52631699,32.78659087,31.1010278,38.28780088,48.61839567,ENSMUSG00000032199
Dock6,3.190521956,4.697500945,12.13416067,5.433916783,0.974670869,ENSMUSG00000032198
Gm11387,0,0,0,0,0,ENSMUSG00000081903
Twist2,0,0,0,0,0.082897905,ENSMUSG00000007805
Rpl9-ps1,0,0,0,0,0,ENSMUSG00000081906
Gm42426,0,0,0,0,0,ENSMUSG00000106658
Gm43095,0,0,0,0,0,ENSMUSG00000106659
Dnah8,0,0.011604239,0.050456775,0.017003045,0.093114628,ENSMUSG00000033826
Tpsb2,0,0,0,0,0,ENSMUSG00000033825
Kif20b,0.395786211,0.623566106,0.499690704,0.965781148,5.312511991,ENSMUSG00000024795
Gm21184,0,0,0,0,0,ENSMUSG00000100677
Vps51,3.405875362,2.69530251,2.399429186,2.651204683,3.642541809,ENSMUSG00000024797
Sac3d1,12.47638108,11.20702285,8.568651182,9.384524938,14.53318114,ENSMUSG00000024790
Cdca5,1.065123012,0.987942023,1.489291468,0.887949934,6.230271281,ENSMUSG00000024791
Zfpl1,2.880289717,4.012803573,4.165691276,3.163407976,3.769615417,ENSMUSG00000024792
Tnfrsf25,0.064078803,0.137879919,0,0.269392628,0.086770376,ENSMUSG00000024793
Nron,0,0,0,0,0,ENSMUSG00000086484
Gm15458,0,0,0,0,0,ENSMUSG00000086485
Ift88os,0,0,0,0,0,ENSMUSG00000086486
Gm11638,0,0,0.101270771,0,0.049443137,ENSMUSG00000086487
Htr7,0,0,0.025272192,0,0.642028121,ENSMUSG00000024798
Tm7sf2,2.897733472,1.458121361,1.409048057,2.408918269,2.394999062,ENSMUSG00000024799
1700012C08Rik,0.21672087,1.398550582,0.900874657,0.91091433,0,ENSMUSG00000086482
Xlr4a,0,0.116687649,0,0,0.073465376,ENSMUSG00000079845
Eme2,1.55903883,1.627845509,2.100068182,2.333006717,0.538268123,ENSMUSG00000073436
Gm13565,0,0,0,0,0,ENSMUSG00000087681
Olfr1177-ps,0,0,0,0,0,ENSMUSG00000075128
Gm11712,0,0,0,0,0,ENSMUSG00000087683
Gm14003,0,0,0,0,0,ENSMUSG00000087682
1700122E12Rik,0,0,0,0,0,ENSMUSG00000087685
1200007C13Rik,0.06406048,0.310170875,0.133204684,0,0,ENSMUSG00000087684
Pet100,11.04465526,9.108185372,9.351728035,10.28855804,8.598730337,ENSMUSG00000087687
Spata31d1b,0,0,0,0,0.074629415,ENSMUSG00000091311
Olfr1195,0,0,0,0,0,ENSMUSG00000075121
Gm11300,0,0,0,0,0,ENSMUSG00000087688
Cst12,0,0,0,0,0,ENSMUSG00000027443
Cd80,1.941627814,0.994805182,0.192250147,1.360603858,0,ENSMUSG00000075122
Cst9,0,0,0,0,0,ENSMUSG00000027445
8030411F24Rik,0,0,0,0,0,ENSMUSG00000027444
Olfr1179,0,0,0,0,0,ENSMUSG00000075127
9230104L09Rik,0,0,0,0,0,ENSMUSG00000027446
Ccdc84,4.957172503,6.575658364,5.224636069,5.781626972,3.379865875,ENSMUSG00000043923
Ncmap,0.046307783,0.049812686,0.240702835,0.016216771,0.015672358,ENSMUSG00000043924
Olfr544,0,0,0,0,0,ENSMUSG00000043925
Klhl15,0.194018557,0.541624677,0.239888416,0.501580204,0.932114421,ENSMUSG00000043929
Olfr892-ps1,0,0,0,0,0,ENSMUSG00000058521
Mup5,0,0,0,0,0,ENSMUSG00000058523
Dkk1,0,0,0,0,0,ENSMUSG00000024868
Nudt8,0.788643068,1.249661358,0.998882151,1.461999916,0.859329516,ENSMUSG00000024869
Acy3,1.933224106,2.923262309,3.205147923,3.295251944,0.159227813,ENSMUSG00000024866
Pip5k1b,0.890997917,0.827081511,3.433119207,1.120208993,0.692095188,ENSMUSG00000024867
Klc2,2.589365945,2.556554645,3.589624888,2.433573747,8.81878466,ENSMUSG00000024862
Mbl2,0,0.076812912,0,0,0,ENSMUSG00000024863
Vmn1r10,0,0,0,0,0,ENSMUSG00000093785
Gm13584,0,0,0,0,0,ENSMUSG00000087539
Gm16341,0,0,0,0,0,ENSMUSG00000087538
Gm15938,0.247666895,0.53299093,0.257562668,0,0,ENSMUSG00000087532
Gm15606,0,0,0,0,0,ENSMUSG00000087531
Gm15533,0,0,0,0,0,ENSMUSG00000087530
Gm13799,0,0,0,0,0,ENSMUSG00000087537
